No,Name,UEN,Short Intro,Date incorporated,Sector,Funding Stage,Employee range,Tags,Description,Address,Website,Emails,Phone,Team,Funding Stage,Total Funding,Funding Rounds,Rounding Raised
2147,SINGAPORE REVOLUTIONARY SOLUTIONS PTE. LTD.,UEN 201424218H,leading service provider in revolutionary IT servi,18 August 2014,Infotech,Pre-seed,11 - 50 employees,,"Singapore Revolutionary Solutions is an IT company based in Singapore. They are a cohesive team of determined, energetic IT professionals with a passion for information technology, business and people.Singapore Revolutionary Solutions aims to be the leading service provider in revolutionary IT services to the international community. Their main services are building corporate websites, e-commerce system, mobile app and corporate software system.","THE GLADES 18 BEDOK RISE, #12-58, Singapore 465410",http://www.sgrev.sg/,sales@sgrev.sg,+65 68411038, ,Pre-seed,—,—, 
2148,SINGAPORE-DINE,UEN 201017323W,Online F&B Guides,17 August 2010,Food & Beverage,Pre-seed,1 - 10 employees,,"Singapore-Dine (www.Singapore-Dine.sg) is an advanced restaurants and dining web guide. Its an open platform for online reservations and an augmented reality application for restaurant location. It offers it's users a ""user friendly"" restaurant search platform with up to date reviews. ","PAYA LEBAR SQUARE 60 PAYA LEBAR ROAD, #06-17/18, Singapore 409051",http://www.singapore-dine.sg, , ,"Yoav Elgrichi,Founder",Pre-seed,—,—, 
2149,SingaporeforKids,UEN 201118211H,Web platform for family activities,1 August 2011,Events,Pre-seed,1 - 10 employees,Events,"SignaporeforKids is a website by parents for parents, with contents that revolves around what to do and where to go, indoors and out. Interesting birthday ideas. Leisure and sport options. Social interaction. Pets. Facts. Holiday possibilities. Food choices. Sharing. Caring. And more. SingaporeforKids began as a simple site, chock-full of information, and is now on its way to becoming a community, a space for Singaporeans, expats, tourists, Mums, Dads and everyone in-between.SingaporeforKids is now more than a website. The company blogs about events and issues that are current and relevant to bringing up a family in Singapore. Their social media network is growing. The site has been re-designed twice to take advantage of the opportunities and benefits of evolving technology.","51A UPPER WELD ROAD, #-, Singapore 207408",http://www.singaporeforkids.com, , , ,Pre-seed,—,—, 
2150,SINGLEPOINT PTE. LTD,UEN 201100773K,Overseas Learning Program,7 January 2011,Others,Pre-seed,—,,"SinglePoint Pte Ltd provides Overseas Learning Program through liaising with ICC Japan and Alexsolutions Tokyo to co-ordinate the learning programs in Singapore for Japanese students and working professionals respectively. They aim to provide the Japanese with the experience of working in different cultures and background. They picked Singapore as the destination as they see Singapore as an ethnically heterogeneous society and a global business hub, where they believe will enable the Japanese to experience diverse local culture, meet people all around the world, as well as provide the opportunity to enhance their proficiency in the English language.The company provides IT Training Programs, as well as Observation Tour in Singapore, to bring exposure to the Japanese working professionals with regards to culturally diverse companies. SinglePoint Pte Ltd also offers translation and localisation services, enabling the ease of communication between companies.","11 KENG CHEOW STREET, #04-10, Singapore 059608",http://singlepoint.com.sg/sc/language/en/#,inquiry@singlepoint.com.sg, , ,Pre-seed,—,—, 
2151,SINGMAP PTE. LTD.,UEN 201540765G,Real Estate Web Portal Agency,17 November 2015,"Infotech, Real Estate",Pre-seed,11 - 50 employees,Real Estate,"Singmap is a real estate web portal agency servicing specialising in providing the easiest way to find affordable and quality housing accommodations. The portal connects buyers with sellers and owners with renters across the country, while attracting potential overseas buyers, entrepreneurs and investors through property events and roadshows.Singmap also provides integrated solutions for the facilities industry. Their smart company management system - Singnect effectively manages all facilities and communication within any condominium, optimising day-to-day operations, allowing users to analyse, search and find property info right from the inception stage to procurement.","OXLEY BIZHUB 69 UBI ROAD 1, #08-30, Singapore 408731",http://www.singmap.com,enquiry@singmap.com,+65 6386 1878, ,Pre-seed,—,—, 
2152,SINGNERGY CORPORATION PTE. LTD.,UEN 201430557E,Energy Drying Solutions,13 October 2014,Others,Pre-seed,51 - 100 employees,,"Singnergy is a Singapore-based company with several patented ground-breaking technologies specializing in Energy Efficient drying solutions for a wide range of applications.Singnergy is  the first in the world to manufacture fast and energy efficient waste treatment systems to provide solutions for food waste and sludge drying. The highly efficient dryer turns food waste/sludge to by-product (biomass, animal feed, fertilizer etc.) to significantly reduce waste volume while offering an economical, safe, simple and flexible solution with different capacities to be applicable to a wide range of industries.","63@UBI 63 UBI AVENUE 1, #06-01, Singapore 408937",http://www.singnergy.com/,info@singnergy.com,+65 66926887, ,Pre-seed,—,—, 
2153,Singnet Solutions,UEN 201304490M,Information Technology & Services Provider,19 February 2013,Infotech,Pre-seed,101 - 200 employees,,"Singnet Solutions is a Singapore based technology solutions provider offering custom solutions in ERP, IT consulting, support and maintenance, Outsourcing solutions and web site development, mobile applications, e-commerce, job portals and online ticketing among others.","S9 55 SERANGOON NORTH AVENUE 4, #05-05, Singapore 555859",http://singnetsolutions.com.sg/,info@singnetsolutions.com,+65 63343260, ,Pre-seed,—,—, 
2154,singsys,UEN 200901690H,Mobile and Web Application Provider,30 January 2009,"Media, Infotech",Pre-seed,51 - 100 employees,,"Singsys, a fast growing mobile and web application development company, offers Android and iPhone Application Solutions at amazingly affordable prices without hassle. The best part of our service is that you will get best support & service that to round the clock 24*7, 365 days a year.Their mission is to provide affordable quality solutions to our customers by dedicated efforts of their reliable and trustworthy team with high self esteem, sense of ownership and willingness to go an extra mile resulting in satisfied customers.","HIGH STREET CENTRE 1 NORTH BRIDGE ROAD, #17-10, Singapore 179094  Unit #4 to #8, 1st Floor Omaxe Avenue Lucknow-226025 Uttar Pradesh IN",https://www.singsys.com/,info@singsys.com,+65 65613900,"Gulshan Verma,Founder, Chief Executive Officer (CEO)",Pre-seed,—,—, 
2155,SINGSYS TECHNOLOGIES PTE. LTD.,UEN 201410967Z,—,15 April 2014,Infotech,Pre-seed,51 - 100 employees,, ,"HIGH STREET CENTRE 1 NORTH BRIDGE ROAD, #17-10, Singapore 179094",https://www.singsys.com/,info@singsys.com,+65 65613900,"Sri Narayan Shukla,Founder, Chief Executive Officer (CEO);Gulshan Verma,Chief Operations Officer (COO);Gaurav Jaiswal,Chief Technology Officer (CTO)",Pre-seed,—,—, 
2156,SIS,UEN 201120160N,Information technology & services provider,25 August 2011,Infotech,Pre-seed,51 - 100 employees,,SOLUTION INNOVATION SERVICES Pte. Ltd. (SIS) was established to serve the utilities clients in APJ.SIS is an independent consulting firm specialized in the design and implementation of SAP Industry Solution for Utilities (SAP ISU),"MERAWOODS 136A HILLVIEW AVENUE, #05-07, Singapore 669606",http://www.sisgroup.sg/,info@sisgroup.sg,+65 98414071, ,Pre-seed,—,—, 
2157,SIVREN,UEN 201006285G,Software Consultancy,24 March 2010,—,Pre-seed,—,,Software Development Company,"HIGH STREET PLAZA 77 HIGH STREET, #09-15, Singapore 179433", , , , ,Pre-seed,—,—, 
2158,SIX NINE MARKETING PTE. LTD.,UEN 201403223N,—,4 February 2014,Infotech,Pre-seed,—,, ,"CT HUB 2 114 LAVENDER STREET, #10-83, Singapore 338729", , , , ,Pre-seed,—,—, 
2159,SIXSCAPE COMMUNICATIONS PTE. LTD.,UEN 201414391K,—,19 May 2014,Infotech,Seed,1 - 10 employees,Software Solution, ,"VERTEX 33 UBI AVENUE 3, #08-26, Singapore 408868",http://sixscape.com/,enquiries@sixscape.com,+65 65098070,"Lawrence Hughes,Founder, Chief Executive Officer (CEO)",Seed,USD 1.9M,2,"1 Dec 2016,USD 1.4M,Undisclosed,Tembusu Partners(1);1 Oct 2014,USD 500.0K,Seed,SPRING Singapore(1)"
2160,SJ GROUP OF COMPANIES PTE. LTD.,UEN 201208380G,—,4 April 2012,—,Pre-seed,—,, ,"JALAN BESAR PLAZA 101 KITCHENER ROAD, #02-42, Singapore 208511", , , , ,Pre-seed,—,—, 
2161,SJ INFOTECH,UEN 201022564E,—,21 October 2010,—,Pre-seed,—,, ,"JALAN BESAR PLAZA 101 KITCHENER ROAD, #02-42, Singapore 208511", , , , ,Pre-seed,—,—, 
2162,SK Envirotech,UEN 201000367Z,—,5 January 2010,—,Pre-seed,—,, ,"9 TUAS AVENUE 11, #-, Singapore 639075", , , , ,Pre-seed,—,—, 
2163,SKATOOL,UEN 200924250E,Industry products manufactuer,31 December 2009,"Maritime, Manufacturing & Engineering",Pre-seed,—,,"Singapore based Manufacturing and Wholesaler company since 1989,producing a comprehensive list of products for use in Shipping, Oil & Gas and many other industries.","7A TECH PARK CRESCENT, #-, Singapore 637839",https://skatool.com/,sales@skatool.com,+65 68628633, ,Pre-seed,—,—, 
2164,SKEV MOTORS,UEN 201103764W,Electric Two-wheeled Vehicles Manufacturer,15 February 2011,"Transport, Cleantech",Pre-seed,11 - 50 employees,Cleantech,"SKEV Motors is Singapore's first design and manufacturing house of electric two-wheeled vehicles. SKEV Motors is established in 2011, and their aim is to be a world class manufacturer with innovative quality products and customer satisfaction as the basis of their success.SKEV Motors shares a vision where clean electric mobility will define the future of transportation in Singapore, and around the world. To achieve this vision, they envision themselves as a one-stop provider of e-mobility solutions, components, and services, and creatively addressing the pressing challenges of their time through technological innovation and development.SKEV Motors hopes to engage passionate investors who share and aspire to fulfill their vision, and is planning for expansion.","WOODLANDS SPECTRUM 2 WOODLANDS SECTOR 1, #03-27, Singapore 738068",http://www.introtecs.com.sg,sales@skevmotors.com, , ,Pre-seed,—,—, 
2165,SKILL GAUGE PTE. LTD.,UEN 201538160W,—,20 October 2015,Enterprise Solutions,Pre-seed,—,Enterprise Solutions,"SkillGauge is a skills marketplace for assessment, improvement and marketing of skills between individuals, educators and companies.Skill Gauge’s power is the assessment database, progressive benchmarking and dashboard visualization of skill levels. Through the LEARN path, individuals are able to link with the SkillGauge community, evaluate their current skillsets across the relevant competency model, aim for areas of improvement either for their current role or an desired role, refine any competencies below the target through online and offline courses, and network with companies by applying for available roles where there is a strong matchSkillGauge is currently in the development stage working with strategic partners across Singapore and China focused first in the Finance sector.  ","INTERNATIONAL PLAZA 10 ANSON ROAD, #05-17, Singapore 079903", , , , , , 
2166,Skinetrate Pte Ltd,UEN 201523041H,Skin-Testing Device and Integrated Systems Developer,14 May 2015,Medtech,Pre-seed,—,,"Skinetrate was incorporated in 2015 to specialise in the development and manufacture of novel skin-testing devices and integrated systems for researches who study membrane transport and drug diffusion through biological and synthetic membranes. Primarily, Skinetrate provides products such as a disposable Miniaturised Flow-through Cell that requires significantly lesser test ingredient as well as skin for permeation testing while being disposable at the same time. Skinetrate also offers an automatic diffusion system (ADS) that is able to accommodate 2 MFtC kits that allows up to 12 samples to be tested in the same trial. Moreover, Skinetrate is able to provide other services such as In Vitro Safety Testing, In Vitro Efficacy Testing, Analytical Characterisation as well as Formulation Development. ","79 AYER RAJAH CRESCENT, #05-03, Singapore 139955",http://www.skinetrate.com,pan.j@skinetrate.com, ,"Jing Pan,Founder, Chief Executive Officer (CEO)",Pre-seed,—,—, 
2167,Skintechmd,UEN 201213181E,Skin Research and Digital Technology,28 May 2012,Medtech,Pre-seed,—,,"SkintechMD  is a specialty skin research and digital technology company focusing on improving consumer skin health through the use of data science and artificial intelligence. The company, incorporated in 2012, also develops  proprietary systems in the area of web and mobile applications.","Ngee Ann City Tower B 391B ORCHARD ROAD, #23-01, Singapore 238874",http://www.skintechmd.com,skintechmd@gmail.com,+65 90068806, ,Pre-seed,—,—, 
2168,SKOLAFUND PTE. LTD.,UEN 201511935Z,Crowdfunding platform for needy students,5 May 2015,Others,Pre-seed,1 - 10 employees,,Skolafund is crowdfunding platform for needy students to crowdfund their scholarships for higher education. Their mission is to make higher education affordable and accessible to those who qualify. ,"THE CENTRAL 6 EU TONG SEN STREET, #05-07, Singapore 059817  Plaza First Nationwide Jalan Tun H.S. Lee, Lot 6.08, 6th Floor Kuala Lumpur 50000 MY",https://skolafund.com,admin@skolafund.com, ,"Syakir Hashim,Co-founder;Tengku Syamil,Co-founder;Wildan Zulfikar,Chief Technology Officer (CTO)",Pre-seed,—,—, 
2169,SKOOLBO PTE. LTD.,UEN 201114893N,Children's learning program provider,23 June 2011,Education,Pre-seed,101 - 200 employees,,Skoolbo is a learning company that uses games as the central medium for learning. The Skoolbo team of educators and developers spanning the globe are committed to creating accessible learning solutions for both developed and developing countries. ,"THE SIGNATURE 51 CHANGI BUSINESS PARK CENTRAL 2, #04-05, Singapore 486066",https://skoolbo.com/,info@skoolbo.com, ,"Shane Hill,Founder, Chief Executive Officer (CEO)",Pre-seed,—,—, 
2170,Sky Digital Agency,UEN 201403285M,—,5 February 2014,"Adtech, Media",Pre-seed,1 - 10 employees,Adtech, ,"6 RAFFLES QUAY, #15-00, Singapore 048580",http://www.skydigitalagency.com/,hello@skycrm.asia,+65 92963877,"Charmaine Lee,Founder",Pre-seed,—,—, 
