No,Name,Adress,Phone,Fax,Email,Website,Executive Contact,Classifications,Company Profile
519,STEPHEN TING & CO,195 Pearl's Hill Terrace Pearl's Hill Terrace #01-40 #01-40 Singapore Singapore 168976 168976,N/A,+65 6536 3697,stsweeng@singnet.com.sg,N/A,MR TING SWEE SENG STEPHEN,"Statutory/ External Audit,Bankruptcies and/or Liquidations,Business Valuation,Bookkeeping,Business Formation/Start-Up,Filing Tax Returns,GST",
520,STEVEN TAN RUSSELL BEDFORD PAC,231 Mountbatten Road Block D Block D #01-03 #01-03 Singapore Singapore 397999 397999,+65 6222 7088,+65 6222 0022,N/A,www.strb.com.sg,DOUGLAS TAN,"Statutory/ External Audit,Internal Audit,Budgeting,Bankruptcies and/or Liquidations,IE Singapore Schemes,IDA Schemes,Filing Tax Returns,GST,Bookkeeping,Grant Applications,Business Valuation,Cash Flow Forecasting,Cross-border Investment Advisory",
521,STONE FOREST IT PTE LTD,"8 , Wilkie Road Singapore Singapore 228095 228095",N/A,+65 6538 7600,info@stoneforest.com.sg,www.stoneforestit.com,MS EILEEN TAN,"Computer Consultants,Computer Systems,IT Risk Management,Financial and Accounting Processes,IT Processes",
522,STRATEGIC AUDIT ALLIANCE PAC,"10 , Anson Road International Plaza International Plaza #27-08 #27-08 Singapore Singapore 079903 079903",+65 6327 9323,+65 6227 6527,kennethliew@strategicalliance.com.sg,www.pamelaneo.com,MR LIEW YEW HIN,Statutory/ External Audit,
523,STRATEGIC CONSULTANTS LLP,"6 , Shenton Way OUE Downtown 1 OUE Downtown 1 #39-02 #39-02 Singapore Singapore 068809 068809",+65 6323 2912,+65 6323 2962,chris.choo@strategic-consultancy.com.sg,N/A,MR CHRIS CHOO,Statutory/ External Audit,
524,SUBRACO LLP,"35 , Selegie Road Parklane Shopping Mall Parklane Shopping Mall #09-14/15 #09-14/15 Singapore Singapore 188307 188307",+65 6334 9277,+65 6334 9275,subracollp@subraco.sg,N/A,MISS ANN A NARGESWARI,"Statutory/ External Audit,Charity Audit,Bankruptcies and/or Liquidations,Filing Tax Returns,GST,Bookkeeping,Productivity & Innovation Credit (PIC)",
525,Supreme Audit PAC,,N/A,N/A,N/A,N/A,Phui Seck Phuan,,
526,SYNERGIX TECHNOLOGIES PTE LTD,"1 , Gateway Drive Westgate Tower Westgate Tower #17-04/05 #17-04/05 Singapore Singapore 608531 608531",N/A,N/A,N/A,N/A,,,
527,T & C PARTNERS,"175A , Bencoolen Street #08-04 #08-04 Singapore Singapore 189650 189650",N/A,N/A,stevechor@tncpartners.com.sg,N/A,MR CHOR CHUNG HEONG,Statutory/ External Audit,
528,T C WEE & CO,"151 , Chin Swee Rd Manhattan House Manhattan House #03-23 #03-23 Singapore Singapore 169876 169876",N/A,+65 6733 6892,wee.jeffrey@ymail.com,N/A,MR WEE TIAN CHWEE,Statutory/ External Audit,
529,T H HENG & CO,"7500A , Beach Road The Plaza The Plaza #15-320 #15-320 Singapore Singapore 199591 199591",+65 6291 6887,+65 6291 4996,N/A,N/A,HENG TUNG HWA,"Statutory/ External Audit,Business Formation/Start-Up,Payroll & HR Administration Services,Bookkeeping,Corporate Secretariat Services,Filing Tax Returns,GST",
530,T M ZEE & CO,"7500A , Beach Road Singapore Singapore 199591 199591",+65 6292 0998,+65 6293 3878,audit@tmzee.com.sg,www.tmzee.com,MR ZEE TECK MING,"Statutory/ External Audit,Business Formation/Start-Up,Corporate Secretariat Services,Filing Tax Returns,Bookkeeping,Business Valuation,Computerised Accounting Systems",
531,T S CHOO & CO,"10 , Jalan Besar Sim Lim Tower Sim Lim Tower #10-01 #10-01 Singapore Singapore 208787 208787",+65 6294 4030,+65 6297 1485,N/A,N/A,DARREN CHOO,"Statutory/ External Audit,Business Formation/Start-Up,Filing Tax Returns,Bookkeeping,Corporate Secretariat Services",
532,T S TAY PUBLIC ACCOUNTING CORPORATION,"1 , Sophia Road Peace Centre Peace Centre #05-14/16 #05-14/16 Singapore Singapore 228149 228149",+65 6337 1295,+65 6339 8430,N/A,www.tstay.com.sg,WILLIE K.L. TAY,"Statutory/ External Audit,Bankruptcies and/or Liquidations,Bookkeeping,Filing Tax Returns,GST",
533,T. H. TAN & CO,"371 , Beach Road Keypoint Keypoint #02-13 #02-13 Singapore Singapore 199597 199597",+65 6296 0648,+65 6298 2738,stdmgt@singnet.com.sg,N/A,MDM TEO LI LIN,Statutory/ External Audit,
534,T. RAVI & CO.,"101 , Cecil Street Tong Eng Bldg Tong Eng Bldg #24-10 #24-10 Singapore Singapore 069533 069533",+65 6220 5541,+65 6226 2004,audittaxaccounts@gmail.com,N/A,MR RAVICHANDRAN THEERTHAM,Statutory/ External Audit,
535,T. Y. KAN & COMPANY,"150 , South Bridge Rd Fook Hai Bldg Fook Hai Bldg #04-02 #04-02 Singapore Singapore 058727 058727",N/A,+65 6532 7021,michael@tykan.com.sg,N/A,MR KAN SIEW LEONG,"Statutory/ External Audit,Charity Audit,Bankruptcies and/or Liquidations,Corporate Secretariat Services,Filing Tax Returns,GST,Bookkeeping,Business Formation/Start-Up,Financial and Accounting Processes,HR Processes",
536,TALLY ASSURANCE,"200 , Jalan Sultan Textile Centre Textile Centre #03-19 #03-19 Singapore Singapore 199018 199018",+65 6297 6606,+65 6297 2106,N/A,N/A,YVONNE ANG,"Statutory/ External Audit,Corporate Secretariat Services,Bookkeeping,Filing Tax Returns",
537,TAN & ASSOCIATES,"10 , Anson Road International Plaza International Plaza #28-01 #28-01 Singapore Singapore 079903 079903",+65 6220 9058,+65 6220 5739,tanassoc@singnet.com.sg,N/A,MR TAN THEAN PUAT,Statutory/ External Audit,
538,TAN & TEH,"1 , Commonwealth Lane #07-32 #07-32 Singapore Singapore 149544 149544",+65 6292 5928,+65 6226 3884,audit@tanandteh.com.sg,www.tanandteh.com.sg,"MR TEH KWANG HWEE, THOMAS","Statutory/ External Audit,Charity Audit,Grant Applications,Business Formation/Start-Up,Business Plans,Corporate Secretariat Services,Payroll & HR Administration Services,Financial and Accounting Processes,Due Diligence,Corporate Governance,Bankruptcies and/or Liquidations,Corporate Recovery,Business Valuation,Financial Restructuring,Financial Investigation,Computerised Accounting Systems,Filing Tax Returns,GST",
539,TAN AI MING & CO,"28A , Stanley Street Singapore Singapore 068737 068737",+65 6227 1171,+65 6220 9178,N/A,N/A,TAN AI MING JUDY,"Statutory/ External Audit,Bookkeeping,Business Formation/Start-Up,Business Valuation,Others,Others,Enterprise Risk Management,Filing Tax Returns,Others,Others,ISO Standard Compliance,Productivity & Innovation Credit (PIC),Others,Set up Management Information Systems, Financial Management and Control Systems, etc,Profit Improvement Programmes,Due Diligence",
540,TAN KIAN HOCK & CO,"20 , Maxwell Road Maxwell House Maxwell House #11-03 #11-03 Singapore Singapore 069113 069113",+65 6222 6155,+65 6225 4563,tkh_co@hotmail.com,N/A,MR TAN KIAN HOCK,Statutory/ External Audit,
541,TAN LENG CHEO & PARTNERS,"150 , Orchard Rd Orchard Plaza Orchard Plaza #08-01 #08-01 Singapore Singapore 238841 238841",N/A,+65 6738 4032,tlcpftc@accountlaw-tax.com,www.accountlaw-tax.com.sg,MR TEN DAN LING,"Statutory/ External Audit,Business Formation/Start-Up,Corporate Secretariat Services,Cross-border Investment Advisory,Bankruptcies and/or Liquidations,Corporate Recovery,Business Valuation,Financial Restructuring,Financial Investigation,Litigation Assistance,Filing Tax Returns,GST",
542,TAN MENG SUAH & COMPANY,"6001 , Beach Rd Golden Mile Tower Golden Mile Tower #11-02 #11-02 Singapore Singapore 199589 199589",+65 6295 4138,+65 6293 3911,tms@tmscpa.net,N/A,MR TAN MENG SUAH,Statutory/ External Audit,
543,TAN SOO CHONG & CO,"10 , Anson Rd International Plaza International Plaza #17-07 #17-07 Singapore Singapore 079903 079903",+65 6221 3996,+65 6221 8292,practice@tscco.com.sg,N/A,MR TAN SOO CHONG,Statutory/ External Audit,
544,TAN TEO & PARTNERS PAC,"190 , Middle Rd Fortune Centre Fortune Centre #12-10 #12-10 Singapore Singapore 188979 188979",+65 6336 8772,+65 6336 6165,mandyong@casingapore.com.sg,www.casingapore.com.sg,MS MANDY ONG,"Statutory/ External Audit,Budgeting,Bankruptcies and/or Liquidations,ISO Standard Compliance,Payroll & HR Administration Services,Financial and Accounting Processes,Due Diligence,Merger and Acquisition,Bookkeeping,Financing Arrangement and Rearrangement,Grant Applications,Business Formation/Start-Up,Business Plans,Business Valuation,Buying and Selling Businesses,Computerised Accounting Systems,Filing Tax Returns,GST",
545,TAN WEE TIN & CO,"1 , Podium Block Goldhill Plaza Goldhill Plaza #03-39 #03-39 Singapore Singapore 308899 308899",+65 6355 1366,+65 6355 1306,N/A,N/A,TAN LI MENG,"Statutory/ External Audit,Budgeting,Business Valuation,Buying and Selling Businesses,Financial Investigation,Filing Tax Returns,Tax Planning,Bookkeeping,Corporate Recovery,Restructuring,Corporate Secretariat Services,Computer Consultants",
546,"TAN, CHAN & PARTNERS","26 , Eng Hoon Street Singapore Singapore 169776 169776",N/A,N/A,N/A,N/A,TAN CHIN REN,"Charity Audit,Gross Sales Certification,Bookkeeping,Grant Applications,Business Formation/Start-Up,Buying and Selling Businesses,Capital Investment,Financial Investigation,Payroll & HR Administration Services,Computer Systems,Computerised Accounting Systems,Financial and Accounting Processes,HR Processes,Market Expansion Services,Profit Improvement Programmes,Due Diligence,Corporate Governance,Budgeting,Bankruptcies and/or Liquidations,Others,Corporate Secretariat Services,Productivity & Innovation Credit (PIC),Financial/Wealth Planning,Investment Advice and/or Portfolio Management,Set up Management Information Systems, Financial Management and Control Systems, etc,Enterprise Risk Management,Filing Tax Returns,GST",
547,TANG CHENG LIN & CO,"151 , Chin Swee Road Manhattan House Manhattan House #02-20 #02-20 Singapore Singapore 169876 169876",N/A,+65 6732 8992,chenglin@tcl-egmont.com.sg,N/A,"MS TANG CHENG LIN, ESTHER","Statutory/ External Audit,Grant Applications,Business Formation/Start-Up,Business Coaching,Payroll & HR Administration Services,Set up Management Information Systems, Financial Management and Control Systems, etc,Filing Tax Returns,GST,Bookkeeping,Bankruptcies and/or Liquidations,Financial Investigation,Computerised Accounting Systems,Financial and Accounting Processes,HR Processes,Due Diligence",
548,TASSURE ASIA,"10 , Anson Road International Plaza International Plaza #12-08 #12-08 Singapore Singapore 079903 079903",+65 6222 0686,+65 6222 0686,N/A,www.tassure.com,KHOO BOON WAH,"Charity Audit,Gross Sales Certification,Business Formation/Start-Up,Corporate Secretariat Services,Payroll & HR Administration Services,Financial and Accounting Processes,Due Diligence,Bookkeeping,Business Valuation,Productivity & Innovation Credit (PIC),Computerised Accounting Systems,Filing Tax Returns,GST",
549,TAY JOO SOON & CO,"1 , North Bridge Rd High St Centre High St Centre #13-03 #13-03 Singapore Singapore 179094 179094",+65 6337 3077,+65 6339 2244,tjsco@singnet.com.sg,N/A,MR TAY JOO SOON,Statutory/ External Audit,
550,TAY SWEE SZE & ASSOCIATES,78 #04-01 #04-01 Singapore Singapore 058708 058708,N/A,+65 6534 7022,sweesze@gmail.com,N/A,MR TAY SWEE SZE,Statutory/ External Audit,
551,TAY TONG & COMPANY,"6001 , Beach Road Golden Mile Tower Golden Mile Tower #16-09 #16-09 Singapore Singapore 199589 199589",+65 6297 1188,+65 6296 7428,tay@taytong.com.sg,N/A,MR TAY ENG HUAT,"Statutory/ External Audit,Corporate Secretariat Services,Bookkeeping",
552,TEDDY CHEW & CO,"50 , Chin Swee Rd Thong Chai Building Thong Chai Building #10-01 #10-01 Singapore Singapore 169874 169874",N/A,+65 6738 5846,tedchew@singnet.com.sg,N/A,MR CHEW KHIAM BOCK TEDDY,"Statutory/ External Audit,Grant Applications,Filing Tax Returns,GST,Bookkeeping,Business Formation/Start-Up",
553,TEE THIAN KERN & CO,"141 , Middle Road GSM Building GSM Building #05-06 #05-06 Singapore Singapore 188976 188976",+65 6334 0650,N/A,happytey@gmail.com,N/A,MR TEY THIAN SING @ TEE THIAN KERN,Statutory/ External Audit,
554,TEH KWI HUAT PAC,"149 , Rochor Road Fu Lu Shou Complex Fu Lu Shou Complex #05-01 #05-01 Singapore Singapore 188425 188425",+65 6334 3427,+65 6334 7615,audit@tkh.com.sg,N/A,TEH KWI HUAT,"Statutory/ External Audit,Charity Audit,Budgeting,Business Formation/Start-Up,Filing Tax Returns,GST,Bookkeeping,Bankruptcies and/or Liquidations,Corporate Secretariat Services",
555,TEO BOON TIENG & COMPANY,"Blk 215 , Henderson Road #03-03 #03-03 Singapore Singapore 159554 159554",+65 6225 5585,+65 6225 9948,N/A,N/A,TEO BOON TIENG,"Statutory/ External Audit,Bookkeeping,Financing Arrangement and Rearrangement,Grant Applications,Business Formation/Start-Up,Business Plans,Cash Flow Forecasting,Capital Raising,Financial Investigation,Litigation Assistance,Payroll & HR Administration Services,Market Expansion Services,Profit Improvement Programmes,Due Diligence,Corporate Governance,Budgeting,Restructuring,Company Listing,Corporate Secretariat Services,Productivity & Innovation Credit (PIC),IDA Schemes,Set up Management Information Systems, Financial Management and Control Systems, etc,Filing Tax Returns,GST",
556,TEO LIANG CHYE PAC,"101-A , Upper Cross Street People's Park Centre People's Park Centre #11-15 #11-15 Singapore Singapore 058358 058358",N/A,+65 6535 2472,N/A,www.teoliangchye.com,CHEW CHANG CHING,"Statutory/ External Audit,Bankruptcies and/or Liquidations,Corporate Secretariat Services,Bookkeeping,Business Formation/Start-Up,Filing Tax Returns,GST",
557,TEO MANAGEMENT SERVICES PL,"47 , Hong Kong St TET Bldg, TET Bldg, Singapore Singapore 059685 059685",N/A,N/A,kevinteo2008@yahoo.com,N/A,MR TEO CHOON HOW,Statutory/ External Audit,
558,THE REAL ADVISORY PTE LTD,"151 , Chin Swee Road Manhattan House Manhattan House #06-01 #06-01 Singapore Singapore 169876 169876",N/A,+65 6383 4396,enquiry@therealadvisory.com,www.therealadvisory.com,MR PETER TAY,"Buying and Selling Businesses,Capital Raising,Cross-border Investment Advisory,Financial/Wealth Planning",
559,THIA & CO,"101 , Up Cross St #06-18 #06-18 Singapore Singapore 058357 058357",N/A,N/A,thiaco@singnet.com.sg,N/A,MR THIA AH BAH LAWRENCE,Statutory/ External Audit,
560,THOMAS TAN H H & CO,"371 , Beach Rd Keypoint Keypoint #02-12 #02-12 Singapore Singapore 199597 199597",N/A,N/A,ttglobiz@singnet.com.sg,N/A,MR TAN HIAP HUI,Statutory/ External Audit,
561,THONG & LIM,"60 , Paya Lebar Road Paya Lebar Square Paya Lebar Square #08-12 #08-12 Singapore Singapore 409051 409051",+65 6224 1076,+65 6225 3018,mail@thonglim.com.sg,N/A,MR THONG HOW LEY JOHN,"Statutory/ External Audit,Bankruptcies and/or Liquidations,Corporate Secretariat Services,Payroll & HR Administration Services,Bookkeeping,Business Formation/Start-Up,Litigation Assistance,Filing Tax Returns,GST",
562,TIT WEI LEE & CO,"60 , Paya Lebar Road Paya Lebar Square Paya Lebar Square #11-29 #11-29 Singapore Singapore 409051 409051",+65 6299 4292,+65 6299 1615,N/A,N/A,MR TIT WEI LEE,"Statutory/ External Audit,Budgeting,Business Formation/Start-Up,Payroll & HR Administration Services,Filing Tax Returns,GST,Bookkeeping,Bankruptcies and/or Liquidations,Corporate Secretariat Services,Financial and Accounting Processes",
563,TJ ASSURANCE PARTNERS PAC,"8 , Eu Tong Sen Street The Central The Central #24-87 #24-87 Singapore Singapore 059818 059818",N/A,+65 6234 1621,tia@tjassurance.com,www.tjassurance.com,TIA,"Advisory Services,Audit of Gross Turnover (GTO)",
564,TKNP INTERNATIONAL,"141 , Cecil Street Tung Ann Bldg Tung Ann Bldg Singapore Singapore 069541 069541",+65 6324 5808,+65 6227 5869,info@tknpinternational.com,tknpinternational.com,MR JEREMY KONG,"Statutory/ External Audit,Internal Audit,Bankruptcies and/or Liquidations,Corporate Recovery,Capital Raising,Financial Restructuring,Financial Investigation,Computer Consultants,Computerised Accounting Systems,Filing Tax Returns,GST,Bookkeeping,Business Formation/Start-Up,Corporate Secretariat Services,Cross-border Investment Advisory,Financial and Accounting Processes,HR Processes,Due Diligence,Merger and Acquisition",
565,TLCC,"537 , Bukit Batok Street 52 Singapore Singapore 650537 650537",N/A,+65 6896 2528,timloo@tim-intl.com,N/A,MR TIM LOO,"Statutory/ External Audit,Business Formation/Start-Up,Filing Tax Returns,Bookkeeping,Corporate Secretariat Services",
566,TMC ACADEMY PTE LTD,"250 , Middle Road TMC Academy TMC Academy Singapore Singapore 188983 188983",N/A,N/A,N/A,N/A,,,
567,TONY OEI AND COMPANY,"1 , Coleman Street The Adelphi The Adelphi #09-03 #09-03 Singapore Singapore 179803 179803",+65 6533 8813,+65 6533 3245,josephine@tonyoeiandcompany.com,N/A,MS JOSEPHINE OEI,Statutory/ External Audit,
568,TRINA LIM & CO,"10 , Anson Road International Plaza International Plaza #27-17 #27-17 Singapore Singapore 079903 079903",+65 6223 8144,+65 6220 0340,trina@axcellentpl.com,N/A,MISS LIM SEE YEE,"Statutory/ External Audit,Filing Tax Returns,Bookkeeping",
569,TTH MANAGEMENT CONSULTANTS PTE LTD,"135 , Middle Road Bylands Building Bylands Building #04-10 #04-10 Singapore Singapore 188975 188975",+65 6338 9455,+65 6339 5358,N/A,N/A,RAYMOND TAN,"Statutory/ External Audit,Internal Audit,Bookkeeping,Bankruptcies and/or Liquidations,Buying and Selling Businesses,Capital Investment,Financial Investigation,Litigation Assistance,Payroll & HR Administration Services,Computerised Accounting Systems,Financial and Accounting Processes,Filing Tax Returns,GST,Corporate Governance,Budgeting,Business Formation/Start-Up,Business Plans,Corporate Secretariat Services,Productivity & Innovation Credit (PIC),#N/A,Set up Management Information Systems, Financial Management and Control Systems, etc,Enterprise Risk Management,Financial Risk Management,Due Diligence",
570,TY TEOH INTERNATIONAL,"151 , Chin Swee Road #01-40 Manhattan House #01-40 Manhattan House Singapore Singapore 169876 169876",N/A,+65 6820 0098,tlteoh@tyteoh.com,www.tyteoh.com,MR TEOH TOH LIM,"Statutory/ External Audit,Internal Audit,Bookkeeping,Loan Finance and Leasing Advice,Financing Arrangement and Rearrangement,Business Formation/Start-Up,Business Coaching,Capital Investment,Capital Raising,Payroll & HR Administration Services,Recruitment Services/Executive Search,Financial and Accounting Processes,Profit Improvement Programmes,Corporate Governance,Budgeting,Restructuring,Company Listing,Productivity & Innovation Credit (PIC),Set up Management Information Systems, Financial Management and Control Systems, etc,Enterprise Risk Management,Financial Risk Management,Filing Tax Returns,GST",
